,电影名称,电影链接,导演,主演,评价人数,语言,制片国家/地区,类型,首播,图片链接,IMDb,片长,豆瓣评分,5星评价人数比例,4星评价人数比例,3星评价人数比例,2星评价人数比例,1星评价人数比例,剧情简介,短评数量
13,黑天鹅,https://movie.douban.com/subject/1978709/,['达伦·阿伦诺夫斯基'],"['娜塔莉·波特曼', '米拉·库尼斯', '文森特·卡索', '芭芭拉·赫希', '薇诺娜·瑞德', '本杰明·米派德', '克塞尼亚·索罗', '克里斯汀娜·安娜波', '詹妮特·蒙哥马利', '塞巴斯蒂安·斯坦', '托比·海明威', '塞尔吉奥·托拉多', '马克·马戈利斯', '蒂娜·斯隆', '亚伯拉罕·阿罗诺夫斯基', '夏洛特·阿罗诺夫斯基', '玛西娅·让·库尔茨', '肖恩·奥哈根', '克里斯托弗·加廷', '黛博拉·奥夫纳', '斯坦利·B·赫尔曼', '库尔特·弗勒曼', '帕特里克·赫辛格', '莎拉·海伊']",737250,英语 / 法语 / 意大利语,美国,"['剧情', '惊悚']",2010-09-01(威尼斯电影节),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,947798,108分钟,8.6,42.20%,45.30%,11.50%,0.80%,0.20%,纽约剧团要重排《天鹅湖》，因前领舞Beth（薇诺娜?赖德 Winona Ryder 饰）离去，总监Thomas（文森特?卡索尔 Vincent Cassel. 饰）决定海选新领舞，且要求领舞要分饰黑天鹅与白天鹅。Nina（娜塔莉?波特曼Natalie Portman 饰）自幼练习芭蕾舞，在母亲的细心关照下，技艺出众。这次，她希望可以脱颖而出。然而，在竞争中，她发现心机颇重的Lily（米拉?库妮丝 Mila Kunis 饰）是自己的强劲对手。在选拔中，她的白天鹅表演的无可挑剔，但是黑天鹅不及Lily。她感到身心俱疲，回家还发现了背部的红斑与脚伤。她一个人找到总监，希望争取一下。总监趁机亲吻她，却被她强硬拒绝。结果，总监居然选了她。队友怀疑她靠色相上位。在酒会上，Beth甚至当众发泄。这种压力外加伤病，一直影响着她的发挥。总监启发她要释放激情，表现出黑天...,167248
14,狮子王,https://movie.douban.com/subject/26884354/,['乔恩·费儒'],"['唐纳德·格洛弗', '阿尔法·伍达德', '詹姆斯·厄尔·琼斯', '切瓦特·埃加福', '科甘-迈克尔·凯', '塞斯·罗根', '比利·艾希纳', '碧昂丝', '埃里克·安德烈', '弗洛伦丝·卡松巴', '约翰·卡尼', '约翰·奥利弗', '艾米·塞德丽丝']",337768,英语 / 科萨语,美国,"['剧情', '动画', '冒险']",2019-07-12(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549283092.jpg,6105098,118分钟,7.2,14.70%,39.10%,39.50%,5.70%,1.00%,广袤无垠的非洲大草原，祥和奋进的荣耀王国迎来了光辉时刻。威严而勇敢的狮子国王木法沙（詹姆斯·厄尔·琼斯 James Earl Jones 配音）与王后沙拉碧（阿尔法·伍达德 Alfre Woodard 配音），终于迎来了他们的儿子——王国未来的王者辛巴（唐纳德·格洛弗 Donald Glover 配音）——的诞生。在所有的动物都心悦诚服跪拜辛巴王子之际，只有木法沙的弟弟刀疤（切瓦特·埃加福 Chiwetel Ejiofor 配音）妒火中烧。他久久觊觎哥哥的王位，而今更是将辛巴视为眼中钉肉中刺。经过一番策划，刀疤害死了木法沙，并将罪名推给了侄子，进而将王位攫取到自己手中。,110580
15,芬奇,https://movie.douban.com/subject/26897885/,['米格尔·萨普什尼克'],"['汤姆·汉克斯', '卡赖伯·兰德里·琼斯', '希默斯', '洛拉·玛汀内斯-康宁安', '玛丽·瓦根曼', 'Oscar Avila']",183734,英语,美国,"['剧情', '科幻']",2021-11-05(美国),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2721066869.jpg,3420504,115分钟,8.4,38.70%,45.30%,14.50%,1.20%,0.30%,在世界末日后的地球上，一个为保护造物主的爱犬而生的机器人，学习生活、爱情、友谊以及作为人类意味着什么。,54590
16,波斯语课,https://movie.douban.com/subject/30466931/,['瓦迪姆·佩尔曼'],"['纳威尔·佩雷兹·毕斯卡亚特', '拉斯·艾丁格', '约纳斯·奈伊', '大卫·舒特', '亚历山大·拜尔', '安德里亚斯·霍佛尔', '莉奥妮·贝尼希', '朱塞佩·希拉奇', '安托尼·查隆', '菲利克斯·冯·布雷多', '帕斯卡尔·艾尔索', '马库斯·卡尔文']",300041,德语 / 法语 / 波斯语 / 英语 / 意大利语,俄罗斯 / 德国 / 白俄罗斯,['剧情'],2021-03-19(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2588101332.jpg,9738784,127分钟,8.1,24.50%,57.90%,16.90%,0.80%,0.00%,二战期间，犹太人吉尔斯在集中营谎称自己是波斯人保命，被一位德国军官看中要求教自己波斯语。对波斯语完全不懂的吉尔斯只能凭空编出一门语言，他开始用集中营中关押的犹太人的名字作为词根，编造出上千个“波斯语”单词，军官在残暴的环境中对吉尔斯竟有了依赖，并开始袒护他，不料集中营中来了一 个真正的波斯人……,89292
17,我的姐姐,https://movie.douban.com/subject/35158160/,['殷若昕'],"['张子枫', '肖央', '朱媛媛', '段博文', '梁靖康', '金遥源', '王圣迪', '孙嘉灵', '陈永胜', '朴松日']",348474,汉语普通话 / 四川话,中国大陆,"['剧情', '家庭']",2021-04-02(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2630463690.jpg,12788426,127分钟,6.9,8.60%,39.90%,41.80%,7.50%,2.20%,影片围绕失去父母的姐姐在面对追求个人独立生活还是抚养弟弟的问题上展开了一段细腻感人的亲情故事。,145482
18,新世界,https://movie.douban.com/subject/10437779/,['朴勋政'],"['李政宰', '崔岷植', '黄政民', '宋智孝', '朴成雄', '金秉玉', '金胤成']",363773,韩语 / 汉语普通话,韩国,"['剧情', '犯罪']",2013-02-21(韩国),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,2625030,134分钟,8.9,53.40%,38.10%,7.80%,0.50%,0.20%,金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长头衔，金门旗下三号人物华侨出身的丁青（黄正民 饰）和四号人物常务理事李仲久（朴圣雄 饰）展开一连串明争暗斗。在危机四伏的当下，警方姜科长（崔岷植 饰）命令卧底十年之久的李子成（李政宰 饰）左右选举结果。子成六年前和丁青结识，并且得到对方的器重和信任。早已厌倦黑道生活的子成无奈受命，却无疑将自己投入了凶险非常的黑色漩涡之中。,87874
19,敦刻尔克,https://movie.douban.com/subject/26607693/,['克里斯托弗·诺兰'],"['菲恩·怀特海德', '汤姆·格林-卡尼', '杰克·劳登', '哈里·斯泰尔斯', '阿奈林·巴纳德', '汤姆·哈迪', '马克·里朗斯', '巴里·基奥恩', '基里安·墨菲', '詹姆斯·达西', '肯尼思·布拉纳', '李·阿姆斯特朗', '詹姆斯·布鲁尔', '达米安·勃纳尔', '布莱恩·威纳尔', '哈利·理查森', '艾略特·提特恩索', '凯文·格思里', '巴比·洛克伍德', '米歇尔·贝尔', '比利·豪尔', '迈克尔·凯恩', '约翰·诺兰', '米兰达·诺兰']",658513,英语 / 法语 / 德语,英国 / 法国 / 美国 / 荷兰,"['剧情', '历史', '战争']",2017-09-01(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494950714.jpg,5013056,107分钟,8.4,38.70%,45.70%,14.00%,1.20%,0.30%,故事改编自著名的二战军事事件“敦刻尔克大撤退”。二战初期，40万英法盟军被敌军围困于敦刻尔克的海滩之上，面对敌军步步逼近的绝境，形势万分危急。英国政府和海军发动大批船员，动员人民起来营救军队。,179889
20,神秘巨星,https://movie.douban.com/subject/26942674/,['阿德瓦·香登'],"['塞伊拉·沃西', '梅·维贾', '阿米尔·汗', '拉杰·阿晶', '提斯·沙马', '卡比尔·谢赫', '法如克·贾法尔', '马努杰·沙玛', '莫娜·安伯加卡尔', '尼基塔·阿南德', '尚', '莫纳利·塔库尔']",396601,印地语 / 英语,印度,"['剧情', '音乐']",2018-01-19(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2508925590.jpg,6108090,150分钟,7.7,23.80%,44.40%,27.50%,3.70%,0.70%,少女伊西亚（塞伊拉·沃西 Zaira Wasim 饰）拥有着一副天生的好嗓子，对唱歌充满了热爱的她做梦都想成为一名歌星。然而，伊西亚生活在一个不自由的家庭之中，母亲娜吉玛（梅·维贾 Meher Vij 饰）常常遭到性格爆裂独断专横的父亲法鲁克（拉杰·阿晶 Raj Arjun 饰）的拳脚相向，伊西亚知道，想让父亲支持自己的音乐梦想是完全不可能的事情。,122536
21,被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,['中岛哲也'],"['中谷美纪', '永山瑛太', '香川照之', '市川实日子', '伊势谷友介', '柄本明', '黑泽明日香', '荒川良良', '柴崎幸', '土屋安娜', '奥之矢佳奈', '谷原章介', '武田真治', '片平渚', '宫藤官九郎', '角野卓造', '田中要次', '木村凯拉', '谷中敦', '剧团一人']",656878,日语,日本,"['剧情', '歌舞']",2006-05-27(日本),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,768120,130 分钟,8.9,55.40%,34.10%,9.10%,1.10%,0.40%,有一天父亲（香川照之饰）突然来找阿笙（瑛太饰），告诉他有个素未谋面的姑姑死了，叫他去收拾下姑姑的房子。在河边的破烂小屋里，阿笙渐渐开始了解父亲口中的姑姑，到底有着怎样的一生。,186645
22,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,['肯尼思·洛纳根'],"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒', '卡拉·海沃德', '格瑞辰·摩尔', '泰特·多诺万', '埃里卡·麦克德莫特', '希瑟·伯恩斯', '蜜西·雅格', '斯蒂芬·亨德森', '本·汉森', '玛丽·梅伦', '安东尼·埃斯特拉', '苏珊·波尔法', '罗伯特·塞拉', '卡罗琳·皮克曼', '约什·汉密尔顿', '肖恩·菲茨吉本', '肯尼思·洛纳根', '安娜·巴瑞辛尼科夫', '利亚姆·麦克尼尔', '马修·布罗德里克', 'Kt·巴达萨罗', '威廉·博恩凯塞尔', '弗兰克·达戈斯蒂诺', '托马斯·马里亚诺']",462871,英语,美国,"['剧情', '家庭']",2017-08-25(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,4034228,137分钟,8.6,43.90%,43.30%,11.60%,1.00%,0.20%,李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。,150038
23,春光乍泄,https://movie.douban.com/subject/1292679/,['王家卫'],"['张国荣', '梁朝伟', '张震', '格利高里·戴顿']",576892,粤语 / 汉语普通话 / 西班牙语,中国香港 / 日本 / 韩国,"['剧情', '爱情', '同性']",1997-05-30(中国香港),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,118845,96分钟,9,57.50%,34.00%,7.60%,0.60%,0.20%,黎耀辉（梁朝伟）与何宝荣（张国荣）是一对同性恋人，为了有新的开始，他们怀着美丽的梦想（去看南美洲大瀑布）离开香港来到阿根廷，却在布宜诺斯艾利斯迷了路。黎耀辉想安下心来过日子，无奈何宝荣于夜夜笙歌中放纵着自己的生命，以期找寻更多的刺激，只当黎耀辉是他受伤后的港湾，两人分歧 、争吵越来越多，心的距离越来越远。,129255
24,入殓师,https://movie.douban.com/subject/2149806/,['泷田洋二郎'],"['本木雅弘', '广末凉子', '山崎努', '吉行和子', '笹野高史', '余贵美子']",609065,日语,日本,['剧情'],2021-10-29(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,1069238,130分钟,8.9,52.90%,38.00%,8.40%,0.50%,0.10%,买了昂贵的大提琴，想要成就一番事业的小林大悟（本木雅弘 饰），经历了4个月的管弦乐演奏，得到的却是“乐团解散”的噩耗与购买乐器的高昂债务。迫不得已，大悟与妻子美香（广末凉子 饰）搬到老屋，过着清贫的日子。某日，一则广告吸引了大悟的注意：NK代理公司，帮助旅行，高薪短工时。大悟来到NK代理公司面试，社长佐佐木生荣（山崎努 饰）二话不说就决定聘用大悟，但却对工作内容避而不谈。在大悟的再三追问下，佐佐木社长终于道明：是入殓（日语Nou Kan）工作！,136468
25,悲伤逆流成河,https://movie.douban.com/subject/27102569/,['落落'],"['赵英博', '任敏', '辛云来', '章若楠', '朱丹妮', '邬君梅', '陶慧敏', '任重', '辣目洋子']",241811,汉语普通话,中国大陆,"['剧情', '爱情']",2018-09-21(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2616327870.jpg,9036926,104分钟,5.8,7.80%,19.40%,38.00%,24.70%,10.10%,多组校园欺凌事件，打破了5位主角本应该美好的青春校园生活。齐铭（赵英博 饰）清俊帅气，是人人称颂的优等生，而易遥（任敏 饰）却是大家口中的“赔钱货”。两人一同长大，感情很好。而这一切，在转学生唐小米（朱丹妮 饰）出现之后发生了翻天覆地的变化。流言成了毁人利器，处处对易瑶进行刁难，易遥的生活开始陷入黑暗，遭受各类残酷欺凌。顾森西（辛云来 饰）教会易瑶对校园暴力进行反击，他的出现给了易遥一丝曙光。可阴差阳错，顾森湘（章若楠 饰）的意外却将她再度推入黑暗。当受害者变成施暴者，当看客变成助推，在这一场名为“玩笑”的闹剧中，没有旁观者，只有施暴者……,78612
26,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,['姜文'],"['夏雨', '宁静', '陶虹', '耿乐', '斯琴高娃', '冯小刚', '刘小宁', '姜文', '王学圻', '王朔', '尚楠', '方化', '代少波', '王海', '姚二嘎', '吴淑昆', '左小青', '韩冬', '孙靖', '刘斌', '张维', '杨彤林', '王海', '王福', '胡贝贝', '高保成', '吴淑琨', '张华', '二勇', '烈子', '陈伟']",565557,汉语普通话,中国大陆 / 中国香港,"['剧情', '爱情']",1995-08-21(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,111786,134分钟(中国大陆),8.8,52.40%,38.40%,8.50%,0.50%,0.20%,20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军（夏雨 饰）就是这样的少年，他的嗜好之一是趁别人家无人用万能钥匙将其锁打开，溜进去耍玩一番，正是用这样的方式，少女米兰（宁静 饰）的照片先于其人入了马小军的双眼。通过院里的“头儿”刘忆苦（耿乐 饰），马小军又见到之前在炮局偶然瞥见过一眼的米兰，开始正式将其当作梦中情人，然而在米兰眼中，马小军不过是毛孩一个，她中意的人是成熟、稳重、帅气的刘忆苦。自此，马小军迎来五味混杂的青春期生活。,107221
27,狗十三,https://movie.douban.com/subject/25716096/,['曹保平'],"['张雪迎', '果靖霖', '智一桐', '代旭', '黄诗佳', '曹馨月', '聂鑫', '周珍']",473202,汉语普通话 / 西安话,中国大陆,"['剧情', '家庭']",2018-12-07(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2540513831.jpg,3401962,120分钟,8.2,33.20%,46.20%,17.20%,2.60%,0.90%,13岁的少女李玩，由于父母离异，与爷爷奶奶生活在一起。正处于青春期的她渴望了解、陪伴和爱。在“要听话”的中国式教育里，李玩也完成了属于她的“成人礼”。电影中，父亲希望通过一条宠物小狗完成与女儿的和解与沟通，李玩为狗取名“爱因斯坦”，暗潮涌动的青春因“爱因斯坦”意外走失，开启了它汹涌又无奈的成长之路。,157688
28,爱在午夜降临前,https://movie.douban.com/subject/10808442/,['理查德·林克莱特'],"['伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔', '仙尼娅·卡洛格罗普卢', '沃尔特·拉萨利', '亚里安妮·拉贝德', '雅尼斯·帕帕多普洛斯', '阿赛娜·拉海尔·灿加里', '帕诺斯·科罗尼斯', '约塔·阿吉罗普卢', '约翰·斯洛斯']",351968,英语 / 希腊语 / 法语,美国 / 希腊,"['剧情', '爱情']",2013-06-14(美国),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,2209418,109分钟,8.9,54.30%,35.30%,9.20%,0.90%,0.30%,被影迷奉为爱情圭臬的《爱在黎明破晓前》、《爱在日落黄昏时》终于迎来了第三部《爱在午夜降临前》。第一部中美国青年杰西（伊桑·霍克 Ethan Hawke 饰）坐火车邂逅法国女孩赛琳（朱莉·德尔佩 Julie Delpy 饰），两人在维也纳度过难忘一晚；9年后的第二部，杰西已成 为作家，他的小说让他和赛琳在巴黎重逢，两人于日落前再续前缘。如今又一个9年过去了，杰西与赛琳已经一起生活并有了一对双胞胎女儿，对人生和爱情也有了更多感悟。《爱在午夜降临前》就是撷取他们在希腊伯罗奔尼撒南部小岛度假的最后一天。,100005
